osgb4000000074333400,http://data.ordnancesurvey.co.uk/id/osgb4000000074333400,Tanfield Lea,,,,populatedPlace,Other Settlement,419843.000,554333.000,15000,25000,419295.455,553723.588,419913.785,554387.158,DH9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DH9,,,,,,,County Durham,http://data.ordnancesurvey.co.uk/id/7000000000043607,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Tanfield_Lea,
osgb4000000074576154,http://data.ordnancesurvey.co.uk/id/osgb4000000074576154,Muggleswick,,,,populatedPlace,Hamlet,404152.000,549914.000,5000,25000,404052.802,549644.583,404651.616,550144.583,DH8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DH8,,,,,,,County Durham,http://data.ordnancesurvey.co.uk/id/7000000000043607,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Muggleswick,http://sws.geonames.org/2642015
osgb4000000074577649,http://data.ordnancesurvey.co.uk/id/osgb4000000074577649,Lintz,,,,populatedPlace,Suburban Area,416566.070,556411.560,4000,25000,416298.336,556116.483,416798.336,556731.497,NE16,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NE16,,,,,,,County Durham,http://data.ordnancesurvey.co.uk/id/7000000000043607,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074559705,http://data.ordnancesurvey.co.uk/id/osgb4000000074559705,Cornsay,,,,populatedPlace,Hamlet,414509.670,543551.180,5000,25000,414337.583,543161.711,414837.583,543800.148,DH7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DH7,,,,,,,County Durham,http://data.ordnancesurvey.co.uk/id/7000000000043607,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2652356
osgb4000000074577655,http://data.ordnancesurvey.co.uk/id/osgb4000000074577655,Snods Edge,,,,populatedPlace,Hamlet,406361.270,552503.350,5000,25000,406158.585,552263.704,406658.585,552763.704,DH8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DH8,,,,,,,Northumberland,http://data.ordnancesurvey.co.uk/id/7000000000043674,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Snods_Edge,
osgb4000000074576156,http://data.ordnancesurvey.co.uk/id/osgb4000000074576156,Edmondbyers,,,,populatedPlace,Village,401505.200,549863.700,5000,250000,401253.299,549562.799,401821.359,550377.185,DH8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DH8,,,,,,,County Durham,http://data.ordnancesurvey.co.uk/id/7000000000043607,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Edmundbyers,http://sws.geonames.org/2650213
osgb4000000074576150,http://data.ordnancesurvey.co.uk/id/osgb4000000074576150,Leadgate,,,,populatedPlace,Village,412626.000,551649.000,13000,250000,411628.933,551034.087,413444.660,552984.369,DH8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DH8,,,,,,,County Durham,http://data.ordnancesurvey.co.uk/id/7000000000043607,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2644749
osgb4000000074309370,http://data.ordnancesurvey.co.uk/id/osgb4000000074309370,Deanery View,,,,populatedPlace,Suburban Area,416907.440,547572.230,2000,25000,416666.107,547310.012,417166.107,547810.012,DH7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DH7,,,,,,,County Durham,http://data.ordnancesurvey.co.uk/id/7000000000043607,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074575901,http://data.ordnancesurvey.co.uk/id/osgb4000000074575901,Catchgate,,,,populatedPlace,Suburban Area,416462.000,552102.000,6000,25000,416088.167,551696.538,416906.424,552578.665,DH9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DH9,,,,,,,County Durham,http://data.ordnancesurvey.co.uk/id/7000000000043607,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Catchgate,
osgb4000000074575915,http://data.ordnancesurvey.co.uk/id/osgb4000000074575915,Lintzford,,,,populatedPlace,Hamlet,415041.000,557163.000,5000,25000,414791.181,556913.648,415291.181,557413.648,NE39,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NE39,,,,,,,County Durham,http://data.ordnancesurvey.co.uk/id/7000000000043607,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
