osgb4000000074575169,http://data.ordnancesurvey.co.uk/id/osgb4000000074575169,Diddington,,,,populatedPlace,Hamlet,519187.310,265720.080,5000,25000,519028.118,265470.972,519811.638,265970.972,PE19,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PE19,,,,Huntingdonshire,http://data.ordnancesurvey.co.uk/id/7000000000001470,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cambridgeshire,http://data.ordnancesurvey.co.uk/id/7000000000001386,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Diddington,http://sws.geonames.org/2651268
osgb4000000074575749,http://data.ordnancesurvey.co.uk/id/osgb4000000074575749,Dillington,,,,populatedPlace,Hamlet,513434.000,265751.000,5000,25000,513371.825,265305.676,514064.657,265808.542,PE19,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PE19,,,,Huntingdonshire,http://data.ordnancesurvey.co.uk/id/7000000000001470,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cambridgeshire,http://data.ordnancesurvey.co.uk/id/7000000000001386,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074574107,http://data.ordnancesurvey.co.uk/id/osgb4000000074574107,Hamerton,,,,populatedPlace,Village,513557.600,279855.600,4000,250000,513202.999,279549.599,513746.472,280113.458,PE28,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PE28,,,,Huntingdonshire,http://data.ordnancesurvey.co.uk/id/7000000000001470,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cambridgeshire,http://data.ordnancesurvey.co.uk/id/7000000000001386,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Hamerton,http://sws.geonames.org/2647573
osgb4000000074577552,http://data.ordnancesurvey.co.uk/id/osgb4000000074577552,Stonely,,,,populatedPlace,Village,510848.000,267093.000,8000,250000,510049.997,266791.211,511232.569,267461.699,PE19,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PE19,,,,Huntingdonshire,http://data.ordnancesurvey.co.uk/id/7000000000001470,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cambridgeshire,http://data.ordnancesurvey.co.uk/id/7000000000001386,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074574631,http://data.ordnancesurvey.co.uk/id/osgb4000000074574631,Titchmarsh,,,,populatedPlace,Village,502707.930,279392.770,8000,250000,501833.208,278899.215,503005.903,280031.761,NN14,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NN14,,,,East Northamptonshire,http://data.ordnancesurvey.co.uk/id/7000000000007301,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Northamptonshire,http://data.ordnancesurvey.co.uk/id/7000000000007371,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,East Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041423,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Titchmarsh,_Northamptonshire",http://sws.geonames.org/2635770
osgb4000000074574628,http://data.ordnancesurvey.co.uk/id/osgb4000000074574628,Bythorn,,,,populatedPlace,Village,505600.600,275789.600,4000,250000,505151.845,275572.397,505839.343,276106.335,PE28,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PE28,,,,Huntingdonshire,http://data.ordnancesurvey.co.uk/id/7000000000001470,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cambridgeshire,http://data.ordnancesurvey.co.uk/id/7000000000001386,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Bythorn,http://sws.geonames.org/2654126
osgb4000000074574103,http://data.ordnancesurvey.co.uk/id/osgb4000000074574103,Covington,,,,populatedPlace,Village,505639.670,270772.910,4000,250000,505308.269,270358.150,505808.269,270979.032,PE28,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PE28,,,,Huntingdonshire,http://data.ordnancesurvey.co.uk/id/7000000000001470,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cambridgeshire,http://data.ordnancesurvey.co.uk/id/7000000000001386,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Covington,_Cambridgeshire",http://sws.geonames.org/2652215
osgb4000000074577092,http://data.ordnancesurvey.co.uk/id/osgb4000000074577092,Little Staughton,,,,populatedPlace,Village,510559.000,262577.630,12000,250000,509808.754,261416.180,511053.775,263335.440,MK44,http://data.ordnancesurvey.co.uk/id/postcodedistrict/MK44,,,,,,,Bedford,http://data.ordnancesurvey.co.uk/id/7000000000043871,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Little_Staughton,http://sws.geonames.org/2644246
osgb4000000074578028,http://data.ordnancesurvey.co.uk/id/osgb4000000074578028,Barham,,,,populatedPlace,Hamlet,513738.000,275474.000,5000,25000,513454.554,275048.437,513954.554,275634.250,PE28,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PE28,,,,Huntingdonshire,http://data.ordnancesurvey.co.uk/id/7000000000001470,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cambridgeshire,http://data.ordnancesurvey.co.uk/id/7000000000001386,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Barham,_Huntingdonshire",
osgb4000000074575748,http://data.ordnancesurvey.co.uk/id/osgb4000000074575748,Staughton Highway,,,,populatedPlace,Suburban Area,513268.969,264586.503,4000,25000,512969.094,264311.683,513517.767,264811.683,PE19,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PE19,,,,Huntingdonshire,http://data.ordnancesurvey.co.uk/id/7000000000001470,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cambridgeshire,http://data.ordnancesurvey.co.uk/id/7000000000001386,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
