osgb4000000074579462,http://data.ordnancesurvey.co.uk/id/osgb4000000074579462,Gadfield Elm,,,,populatedPlace,Hamlet,378631.890,231305.770,5000,25000,378244.976,231023.543,378744.976,231523.543,GL19,http://data.ordnancesurvey.co.uk/id/postcodedistrict/GL19,,,,Malvern Hills,http://data.ordnancesurvey.co.uk/id/7000000000003292,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Worcestershire,http://data.ordnancesurvey.co.uk/id/7000000000002993,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,West Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041426,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074580064,http://data.ordnancesurvey.co.uk/id/osgb4000000074580064,The Pound,,,,populatedPlace,Hamlet,370469.000,231009.000,5000,25000,370300.221,230757.004,370800.221,231257.004,GL18,http://data.ordnancesurvey.co.uk/id/postcodedistrict/GL18,,,,Forest of Dean,http://data.ordnancesurvey.co.uk/id/7000000000020508,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Gloucestershire,http://data.ordnancesurvey.co.uk/id/7000000000020616,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074579942,http://data.ordnancesurvey.co.uk/id/osgb4000000074579942,Oxenhall,,,,populatedPlace,Other Settlement,370678.840,227304.190,15000,25000,370427.736,226604.494,371224.663,227431.438,GL18,http://data.ordnancesurvey.co.uk/id/postcodedistrict/GL18,,,,Forest of Dean,http://data.ordnancesurvey.co.uk/id/7000000000020508,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Gloucestershire,http://data.ordnancesurvey.co.uk/id/7000000000020616,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074578652,http://data.ordnancesurvey.co.uk/id/osgb4000000074578652,Ludstock,,,,populatedPlace,Other Settlement,368384.400,235582.550,15000,25000,368209.958,235343.217,368709.958,235843.217,HR8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HR8,,,,,,,County of Herefordshire,http://data.ordnancesurvey.co.uk/id/7000000000038904,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,West Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041426,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074579008,http://data.ordnancesurvey.co.uk/id/osgb4000000074579008,Stocking,,,,populatedPlace,Hamlet,362072.010,230681.180,5000,25000,361853.638,230436.161,362353.638,230936.161,HR1,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HR1,,,,,,,County of Herefordshire,http://data.ordnancesurvey.co.uk/id/7000000000038904,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,West Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041426,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074579010,http://data.ordnancesurvey.co.uk/id/osgb4000000074579010,Crossway,,,,populatedPlace,Hamlet,361863.160,231051.170,5000,25000,361698.050,230863.519,362198.050,231363.519,HR1,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HR1,,,,,,,County of Herefordshire,http://data.ordnancesurvey.co.uk/id/7000000000038904,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,West Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041426,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074569679,http://data.ordnancesurvey.co.uk/id/osgb4000000074569679,Gorsley Common,,,,populatedPlace,Village,367664.410,225303.880,10000,250000,366624.141,224626.451,368113.249,226218.465,HR9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HR9,,,,,,,County of Herefordshire,http://data.ordnancesurvey.co.uk/id/7000000000038904,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,West Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041426,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074580069,http://data.ordnancesurvey.co.uk/id/osgb4000000074580069,Phocle Green,,,,populatedPlace,Hamlet,362707.000,226293.000,5000,25000,362246.574,225987.791,362763.663,226680.503,HR9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HR9,,,,,,,County of Herefordshire,http://data.ordnancesurvey.co.uk/id/7000000000038904,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,West Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041426,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074579583,http://data.ordnancesurvey.co.uk/id/osgb4000000074579583,King's Green,,,,populatedPlace,Hamlet,376846.000,233895.000,5000,25000,376591.462,233674.564,377091.462,234174.564,WR13,http://data.ordnancesurvey.co.uk/id/postcodedistrict/WR13,,,,Forest of Dean,http://data.ordnancesurvey.co.uk/id/7000000000020508,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Gloucestershire,http://data.ordnancesurvey.co.uk/id/7000000000020616,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074578527,http://data.ordnancesurvey.co.uk/id/osgb4000000074578527,Donnington,,,,populatedPlace,Hamlet,370755.300,233949.600,5000,25000,370566.186,233815.810,371066.186,234366.513,HR8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HR8,,,,,,,County of Herefordshire,http://data.ordnancesurvey.co.uk/id/7000000000038904,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,West Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041426,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Donnington,_Herefordshire",http://sws.geonames.org/2651113
osgb4000000074578506,http://data.ordnancesurvey.co.uk/id/osgb4000000074578506,Clifford's Mesne,,,,populatedPlace,Village,370026.870,223206.070,8000,250000,369564.989,222659.054,370520.617,223922.332,GL18,http://data.ordnancesurvey.co.uk/id/postcodedistrict/GL18,,,,Forest of Dean,http://data.ordnancesurvey.co.uk/id/7000000000020508,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Gloucestershire,http://data.ordnancesurvey.co.uk/id/7000000000020616,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074578767,http://data.ordnancesurvey.co.uk/id/osgb4000000074578767,Kynaston,,,,populatedPlace,Hamlet,364319.000,235850.000,5000,25000,364053.684,235705.113,364553.684,236205.113,HR8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HR8,,,,,,,County of Herefordshire,http://data.ordnancesurvey.co.uk/id/7000000000038904,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,West Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041426,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074579703,http://data.ordnancesurvey.co.uk/id/osgb4000000074579703,Camer's Green,,,,populatedPlace,Hamlet,377545.880,235077.300,5000,25000,377367.637,234762.179,377904.448,235340.644,WR13,http://data.ordnancesurvey.co.uk/id/postcodedistrict/WR13,,,,Malvern Hills,http://data.ordnancesurvey.co.uk/id/7000000000003292,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Worcestershire,http://data.ordnancesurvey.co.uk/id/7000000000002993,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,West Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041426,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074578749,http://data.ordnancesurvey.co.uk/id/osgb4000000074578749,Kingstone,,,,populatedPlace,Hamlet,363059.000,224704.000,5000,25000,362777.474,224461.518,363317.567,224995.965,HR9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HR9,,,,,,,County of Herefordshire,http://data.ordnancesurvey.co.uk/id/7000000000038904,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,West Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041426,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074579225,http://data.ordnancesurvey.co.uk/id/osgb4000000074579225,Corse,,,,populatedPlace,Village,379230.300,229402.510,13000,250000,378088.857,228143.904,379873.567,230125.676,GL19,http://data.ordnancesurvey.co.uk/id/postcodedistrict/GL19,,,,Forest of Dean,http://data.ordnancesurvey.co.uk/id/7000000000020508,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Gloucestershire,http://data.ordnancesurvey.co.uk/id/7000000000020616,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
