osgb4000000074555002,http://data.ordnancesurvey.co.uk/id/osgb4000000074555002,Nesstoun,,,,populatedPlace,Hamlet,376632.490,1052611.330,5000,25000,376086.503,1052284.996,376805.382,1052953.594,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074541581,http://data.ordnancesurvey.co.uk/id/osgb4000000074541581,Sellibister,,,,populatedPlace,Other Settlement,372193.000,1043391.000,15000,25000,371930.669,1043048.780,372430.669,1043727.865,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074542773,http://data.ordnancesurvey.co.uk/id/osgb4000000074542773,Otterswick,,,,populatedPlace,Hamlet,368111.940,1041461.740,5000,25000,367662.071,1041165.982,368456.359,1041665.982,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074576766,http://data.ordnancesurvey.co.uk/id/osgb4000000074576766,Bustatoun,,,,populatedPlace,Other Settlement,375994.940,1052921.920,15000,25000,375654.173,1051767.204,376488.672,1053541.766,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Bustatoun,
osgb4000000074543501,http://data.ordnancesurvey.co.uk/id/osgb4000000074543501,Easting,,,,populatedPlace,Other Settlement,377546.000,1055454.000,15000,25000,376729.972,1054959.410,378685.511,1056045.259,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074541543,http://data.ordnancesurvey.co.uk/id/osgb4000000074541543,Northwall,,,,populatedPlace,Other Settlement,376059.000,1044379.000,15000,25000,374603.332,1043321.342,377478.278,1046334.059,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074557238,http://data.ordnancesurvey.co.uk/id/osgb4000000074557238,Overbister,,,,populatedPlace,Other Settlement,369180.000,1040435.000,15000,25000,368249.787,1039855.524,369945.103,1040770.682,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074541580,http://data.ordnancesurvey.co.uk/id/osgb4000000074541580,Rusness,,,,populatedPlace,Other Settlement,373838.130,1044006.000,15000,25000,372933.163,1043663.624,374254.615,1044608.833,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074555003,http://data.ordnancesurvey.co.uk/id/osgb4000000074555003,Hollandstoun,,,,populatedPlace,Other Settlement,375793.330,1053739.250,15000,25000,375456.719,1053034.031,375956.719,1053903.992,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074555005,http://data.ordnancesurvey.co.uk/id/osgb4000000074555005,Ancumtoun,,,,populatedPlace,Other Settlement,376194.000,1054805.000,15000,25000,375890.452,1054652.758,376791.447,1055733.819,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074577930,http://data.ordnancesurvey.co.uk/id/osgb4000000074577930,Burness,,,,populatedPlace,Other Settlement,367122.000,1044448.000,15000,25000,365721.620,1043479.986,368337.481,1045075.709,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074557236,http://data.ordnancesurvey.co.uk/id/osgb4000000074557236,Newark,,,,populatedPlace,Hamlet,372004.570,1042272.140,5000,25000,371795.246,1041995.820,372345.851,1042495.820,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074555004,http://data.ordnancesurvey.co.uk/id/osgb4000000074555004,Linklet,,,,populatedPlace,Other Settlement,375943.040,1054137.420,15000,25000,375744.663,1053612.146,376559.052,1054532.103,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074335822,http://data.ordnancesurvey.co.uk/id/osgb4000000074335822,Lady,,,,populatedPlace,Village,368829.600,1041066.600,8000,250000,368396.029,1040742.350,369612.588,1041415.987,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
KW172AY,http://data.ordnancesurvey.co.uk/id/postcodeunit/KW172AY,KW17 2AY,,,,other,Postcode,365970.450,1041136.342,3500,18000,,,,,,,Broughtown,http://data.ordnancesurvey.co.uk/id/4000000074557239,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
KW172BN,http://data.ordnancesurvey.co.uk/id/postcodeunit/KW172BN,KW17 2BN,,,,other,Postcode,367134.268,1041070.574,3500,18000,,,,,,,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
KW172BB,http://data.ordnancesurvey.co.uk/id/postcodeunit/KW172BB,KW17 2BB,,,,other,Postcode,368734.000,1041111.000,3500,18000,,,,,,,Lady,http://data.ordnancesurvey.co.uk/id/4000000074335822,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
KW172BE,http://data.ordnancesurvey.co.uk/id/postcodeunit/KW172BE,KW17 2BE,,,,other,Postcode,375971.355,1053135.058,3500,18000,,,,,,,Bustatoun,http://data.ordnancesurvey.co.uk/id/4000000074576766,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
KW172AZ,http://data.ordnancesurvey.co.uk/id/postcodeunit/KW172AZ,KW17 2AZ,,,,other,Postcode,366891.771,1044248.050,3500,18000,,,,,,,Burness,http://data.ordnancesurvey.co.uk/id/4000000074577930,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
KW172BW,http://data.ordnancesurvey.co.uk/id/postcodeunit/KW172BW,KW17 2BW,,,,other,Postcode,369077.845,1041075.883,3500,18000,,,,,,,Lady,http://data.ordnancesurvey.co.uk/id/4000000074335822,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
KW172BG,http://data.ordnancesurvey.co.uk/id/postcodeunit/KW172BG,KW17 2BG,,,,other,Postcode,376916.834,1054746.310,3500,18000,,,,,,,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
KW172BP,http://data.ordnancesurvey.co.uk/id/postcodeunit/KW172BP,KW17 2BP,,,,other,Postcode,373886.072,1044061.877,3500,18000,,,,,,,Rusness,http://data.ordnancesurvey.co.uk/id/4000000074541580,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
KW172BL,http://data.ordnancesurvey.co.uk/id/postcodeunit/KW172BL,KW17 2BL,,,,other,Postcode,367915.950,1040115.212,3500,18000,,,,,,,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000003265900,http://data.ordnancesurvey.co.uk/id/osgb4000000003265900,B9068,,,,transportNetwork,Numbered Road,366523.548,1041750.000,44000,250000,365853.764,1038440.000,367258.000,1045183.633,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000003265621,http://data.ordnancesurvey.co.uk/id/osgb4000000003265621,Coo Road,,,,transportNetwork,Named Road,365598.000,1041319.000,9000,20000,364912.000,1040601.123,366332.495,1041691.713,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,Broughtown,http://data.ordnancesurvey.co.uk/id/4000000074557239,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000003266164,http://data.ordnancesurvey.co.uk/id/osgb4000000003266164,B9069,,,,transportNetwork,Numbered Road,371151.226,1041781.892,65000,250000,366105.000,1039553.529,376059.000,1044395.226,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074557239,http://data.ordnancesurvey.co.uk/id/osgb4000000074557239,Broughtown,,,,populatedPlace,Village,365905.470,1040423.360,14000,250000,364665.923,1040118.988,366747.141,1041757.829,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Broughtown,
