osgb4000000074570312,http://data.ordnancesurvey.co.uk/id/osgb4000000074570312,Hollym,,,,populatedPlace,Village,534912.000,425155.000,21000,250000,533029.229,424558.591,536254.912,425912.353,HU19,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HU19,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Hollym,_East_Riding_of_Yorkshire",http://sws.geonames.org/2646736
osgb4000000074571397,http://data.ordnancesurvey.co.uk/id/osgb4000000074571397,Thorngumbald,,,,populatedPlace,Village,520756.170,426500.580,11000,250000,519624.574,425812.252,521389.083,427180.880,HU12,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HU12,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Thorngumbald,http://sws.geonames.org/2635988
osgb4000000074542137,http://data.ordnancesurvey.co.uk/id/osgb4000000074542137,Ryehill,,,,populatedPlace,Village,523013.250,425684.340,11000,250000,521589.850,425405.098,523221.457,426341.080,HU12,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HU12,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Ryehill,_East_Riding_of_Yorkshire",http://sws.geonames.org/2638900
osgb4000000074572093,http://data.ordnancesurvey.co.uk/id/osgb4000000074572093,Elstronwick,,,,populatedPlace,Village,522836.540,432238.580,10000,250000,522215.873,431996.432,523761.937,432610.406,HU12,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HU12,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Elstronwick,
osgb4000000074571047,http://data.ordnancesurvey.co.uk/id/osgb4000000074571047,Roos,,,,populatedPlace,Village,529072.340,430417.680,16000,250000,528450.030,429481.242,529465.186,431910.276,HU12,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HU12,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Roos,http://sws.geonames.org/2639166
osgb4000000074571044,http://data.ordnancesurvey.co.uk/id/osgb4000000074571044,Grimston,,,,populatedPlace,Hamlet,528178.450,435242.120,5000,25000,527857.036,434999.745,528494.874,435499.745,HU11,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HU11,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Grimston,_East_Riding_of_Yorkshire",
osgb4000000074571395,http://data.ordnancesurvey.co.uk/id/osgb4000000074571395,Keyingham,,,,populatedPlace,Village,524620.800,425339.580,17000,250000,523179.036,424723.573,525828.636,425981.913,HU12,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HU12,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Keyingham,http://sws.geonames.org/2645734
osgb4000000074571392,http://data.ordnancesurvey.co.uk/id/osgb4000000074571392,Holmpton,,,,populatedPlace,Village,536464.500,423597.250,10000,250000,536085.236,423029.538,537393.431,424595.380,HU19,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HU19,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Holmpton,http://sws.geonames.org/2646712
osgb4000000074571739,http://data.ordnancesurvey.co.uk/id/osgb4000000074571739,Patrington,,,,populatedPlace,Village,531407.000,422644.000,14000,250000,529885.734,421981.428,531963.217,423786.592,HU12,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HU12,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Patrington,http://sws.geonames.org/2640571
osgb4000000074571396,http://data.ordnancesurvey.co.uk/id/osgb4000000074571396,Camerton,,,,populatedPlace,Village,522190.000,426500.000,7000,250000,521380.599,426129.001,522401.411,426895.312,HU12,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HU12,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Camerton,_East_Riding_of_Yorkshire",
