osgb4000000074551876,http://data.ordnancesurvey.co.uk/id/osgb4000000074551876,Stalbridge,,,,populatedPlace,Town,373525.030,117844.220,9000,2000000,373019.959,117091.482,374266.678,118406.566,DT10,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT10,,,,North Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014451,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Stalbridge,http://sws.geonames.org/2637111
osgb4000000074554156,http://data.ordnancesurvey.co.uk/id/osgb4000000074554156,Thornford,,,,populatedPlace,Village,360349.820,113053.160,7000,250000,359903.889,112715.025,360938.091,113667.292,DT9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT9,,,,West Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014539,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Thornford,
osgb4000000074553004,http://data.ordnancesurvey.co.uk/id/osgb4000000074553004,Ibberton,,,,populatedPlace,Village,378755.810,107776.590,5000,250000,378519.414,107445.833,379126.820,108146.413,DT11,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT11,,,,North Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014451,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074541261,http://data.ordnancesurvey.co.uk/id/osgb4000000074541261,Newland,,,,populatedPlace,Hamlet,369466.000,108394.000,5000,25000,369092.564,108104.245,369877.708,108727.176,DT9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT9,,,,North Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014451,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074551492,http://data.ordnancesurvey.co.uk/id/osgb4000000074551492,Gannetts,,,,populatedPlace,Hamlet,379514.310,119671.140,5000,25000,379223.838,119395.552,379723.838,119895.552,DT10,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT10,,,,North Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014451,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074553369,http://data.ordnancesurvey.co.uk/id/osgb4000000074553369,Kingston,,,,populatedPlace,Suburban Area,374988.000,109653.000,7000,25000,374702.429,109078.216,375558.324,110135.993,DT10,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT10,,,,North Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014451,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074551494,http://data.ordnancesurvey.co.uk/id/osgb4000000074551494,Lydlinch,,,,populatedPlace,Village,374317.970,113306.130,5000,250000,374150.167,113065.834,374803.687,113885.250,DT10,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT10,,,,North Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014451,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Lydlinch,http://sws.geonames.org/2643319
osgb4000000074550754,http://data.ordnancesurvey.co.uk/id/osgb4000000074550754,Pleck,,,,populatedPlace,Hamlet,377258.740,117768.350,5000,25000,377039.074,117555.833,377539.074,118055.833,DT10,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT10,,,,North Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014451,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074554153,http://data.ordnancesurvey.co.uk/id/osgb4000000074554153,Higher Holnest,,,,populatedPlace,Hamlet,364861.000,108620.000,5000,25000,364584.808,108355.323,365172.590,108975.445,DT9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT9,,,,West Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014539,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074552236,http://data.ordnancesurvey.co.uk/id/osgb4000000074552236,Ansty,,,,populatedPlace,Village,376304.000,102896.000,4000,250000,376080.519,102624.553,376580.519,103235.408,DT2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT2,,,,North Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014451,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000014362,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
