osgb4000000074568929,http://data.ordnancesurvey.co.uk/id/osgb4000000074568929,Grimness,,,,populatedPlace,Other Settlement,347443.150,993691.800,15000,25000,347250.193,992760.045,347969.072,994062.062,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074542133,http://data.ordnancesurvey.co.uk/id/osgb4000000074542133,Sandwick,,,,populatedPlace,Other Settlement,343852.540,989838.080,15000,25000,343365.920,987864.316,344700.944,990251.523,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074335395,http://data.ordnancesurvey.co.uk/id/osgb4000000074335395,Cornquoy,,,,populatedPlace,Hamlet,352085.400,999991.260,5000,25000,351709.485,999283.777,352347.925,1000238.924,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074542123,http://data.ordnancesurvey.co.uk/id/osgb4000000074542123,Widewall,,,,populatedPlace,Other Settlement,343622.000,991227.000,15000,25000,342676.716,990395.491,344892.007,991600.417,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074568926,http://data.ordnancesurvey.co.uk/id/osgb4000000074568926,Liddel,,,,populatedPlace,Other Settlement,345641.450,983931.620,15000,25000,345561.094,983351.678,346361.302,984012.898,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074542124,http://data.ordnancesurvey.co.uk/id/osgb4000000074542124,Quindry,,,,populatedPlace,Hamlet,343139.400,992518.490,5000,25000,342700.676,992246.120,343434.626,992746.120,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074569279,http://data.ordnancesurvey.co.uk/id/osgb4000000074569279,Hoxa,,,,populatedPlace,Other Settlement,342173.630,993742.380,15000,25000,340945.508,992852.828,343690.009,994370.714,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074568932,http://data.ordnancesurvey.co.uk/id/osgb4000000074568932,Herston,,,,populatedPlace,Other Settlement,342091.960,991617.320,15000,25000,341642.909,990678.560,342401.858,992106.522,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074569277,http://data.ordnancesurvey.co.uk/id/osgb4000000074569277,Northtown,,,,populatedPlace,Other Settlement,347941.500,997879.800,15000,25000,347435.493,996836.258,348760.565,998616.688,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074569276,http://data.ordnancesurvey.co.uk/id/osgb4000000074569276,Westhill,,,,populatedPlace,Other Settlement,346294.750,995549.100,15000,25000,345862.714,995323.861,346641.914,995947.222,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
