osgb4000000074542475,http://data.ordnancesurvey.co.uk/id/osgb4000000074542475,Baile nan Cailleach,,,,populatedPlace,Hamlet,76612.610,853832.910,5000,25000,76342.856,853446.733,76914.444,854142.424,HS7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS7,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Baile_nan_Cailleach,
osgb4000000074563863,http://data.ordnancesurvey.co.uk/id/osgb4000000074563863,Iochdar,gla,Eochar,eng,populatedPlace,Village,75232.000,845928.000,36000,250000,73883.107,844952.764,79392.803,847235.201,HS8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS8,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074563558,http://data.ordnancesurvey.co.uk/id/osgb4000000074563558,Geirinis,gla,Gerinish,eng,populatedPlace,Hamlet,77063.000,841923.000,5000,25000,76703.305,841554.577,77995.265,842097.511,HS8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS8,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074337275,http://data.ordnancesurvey.co.uk/id/osgb4000000074337275,Torlum,,,,populatedPlace,Village,77457.000,850275.000,20000,250000,77014.985,850221.286,80096.593,851266.927,HS7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS7,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074564191,http://data.ordnancesurvey.co.uk/id/osgb4000000074564191,Griminis,gla,Griminish,eng,populatedPlace,Village,79049.000,851740.000,18000,250000,77658.454,851457.952,80368.053,852156.722,HS7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS7,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074542577,http://data.ordnancesurvey.co.uk/id/osgb4000000074542577,Àird Mhòr,gla,Ardmore,eng,populatedPlace,Other Settlement,79691.000,846185.000,15000,25000,79362.634,845309.822,80443.463,846440.918,HS8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS8,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074337250,http://data.ordnancesurvey.co.uk/id/osgb4000000074337250,Sliabh na h-Airde,,,,populatedPlace,Hamlet,78530.000,854123.000,5000,25000,78026.786,853935.151,78834.793,854435.151,HS7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS7,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074542529,http://data.ordnancesurvey.co.uk/id/osgb4000000074542529,Àird,,,,populatedPlace,Other Settlement,76291.000,854758.000,15000,25000,76064.865,854207.775,77570.224,855154.134,HS7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS7,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074343318,http://data.ordnancesurvey.co.uk/id/osgb4000000074343318,Baile a' Mhanaich,,Balivanich,eng,populatedPlace,Village,77722.539,855343.000,13000,250000,76626.443,854961.779,78627.231,855590.159,HS7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS7,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Balivanich,
osgb4000000074564505,http://data.ordnancesurvey.co.uk/id/osgb4000000074564505,Dùn Gainmhich,gla,Dunganachy,gla,populatedPlace,Hamlet,79076.050,854901.690,5000,25000,78668.895,854760.757,79558.693,855278.548,HS7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS7,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074541942,http://data.ordnancesurvey.co.uk/id/osgb4000000074541942,Uachdar,,,,populatedPlace,Village,79661.000,855898.000,11000,250000,79503.394,854283.183,81061.793,856022.555,HS7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS7,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Uachdar,
osgb4000000074542474,http://data.ordnancesurvey.co.uk/id/osgb4000000074542474,Lionacleit,gla,Liniclate,eng,populatedPlace,Village,77954.840,850023.760,19000,250000,77583.045,848909.222,80579.193,850784.325,HS7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS7,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS75PH,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS75PH,HS7 5PH,,,,other,Postcode,79819.600,848252.500,3500,18000,,,,,,,Creag Ghoraidh / Creagory,http://data.ordnancesurvey.co.uk/id/4000000074337277,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS75PP,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS75PP,HS7 5PP,,,,other,Postcode,78379.803,850783.541,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS75PZ,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS75PZ,HS7 5PZ,,,,other,Postcode,79884.300,850334.000,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS85RU,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS85RU,HS8 5RU,,,,other,Postcode,79253.500,846015.600,3500,18000,,,,,,,Iochdar / Eochar,http://data.ordnancesurvey.co.uk/id/4000000074563863,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS85RD,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS85RD,HS8 5RD,,,,other,Postcode,76116.961,846340.787,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS75ND,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS75ND,HS7 5ND,,,,other,Postcode,76762.200,855279.500,3500,18000,,,,,,,Baile a' Mhanaich / Balivanich,http://data.ordnancesurvey.co.uk/id/4000000074343318,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS75LW,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS75LW,HS7 5LW,,,,other,Postcode,78034.300,855339.000,3500,18000,,,,,,,Baile a' Mhanaich / Balivanich,http://data.ordnancesurvey.co.uk/id/4000000074343318,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS85RB,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS85RB,HS8 5RB,,,,other,Postcode,76323.109,846928.141,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS75LX,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS75LX,HS7 5LX,,,,other,Postcode,79044.218,855129.845,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS85RA,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS85RA,HS8 5RA,,,,other,Postcode,78273.900,846154.100,3500,18000,,,,,,,Iochdar / Eochar,http://data.ordnancesurvey.co.uk/id/4000000074563863,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS85RL,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS85RL,HS8 5RL,,,,other,Postcode,79230.100,846122.400,3500,18000,,,,,,,Iochdar / Eochar,http://data.ordnancesurvey.co.uk/id/4000000074563863,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
