osgb4000000074553862,http://data.ordnancesurvey.co.uk/id/osgb4000000074553862,Kirkapol,,,,populatedPlace,Other Settlement,104424.600,747040.600,15000,25000,103867.475,746654.542,105163.261,747708.300,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074553863,http://data.ordnancesurvey.co.uk/id/osgb4000000074553863,Vaul,,,,populatedPlace,Other Settlement,105398.490,747478.540,15000,25000,104344.328,747438.347,105531.889,749129.813,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2635002
osgb4000000074553861,http://data.ordnancesurvey.co.uk/id/osgb4000000074553861,Gott,,,,populatedPlace,Other Settlement,103883.550,746287.720,15000,25000,103412.034,745733.765,104127.030,747011.809,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074553479,http://data.ordnancesurvey.co.uk/id/osgb4000000074553479,Caolas,,Caoles,eng,populatedPlace,Other Settlement,108400.000,748884.000,15000,25000,107971.355,747811.960,109605.625,749805.040,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2653863
osgb4000000074551971,http://data.ordnancesurvey.co.uk/id/osgb4000000074551971,Grishipoll,,,,populatedPlace,Other Settlement,118990.935,759232.219,15000,25000,118616.241,759039.736,119232.479,759810.033,PA78,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA78,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074553858,http://data.ordnancesurvey.co.uk/id/osgb4000000074553858,Ruaig,,,,populatedPlace,Other Settlement,106443.450,747950.290,15000,25000,105930.257,747109.811,107445.551,748235.929,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074551585,http://data.ordnancesurvey.co.uk/id/osgb4000000074551585,Uig,,,,populatedPlace,Other Settlement,116797.960,754665.060,15000,25000,116305.059,754121.734,117263.984,755705.801,PA78,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA78,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074569920,http://data.ordnancesurvey.co.uk/id/osgb4000000074569920,Balephetrish,,,,populatedPlace,Other Settlement,101479.600,747146.880,15000,25000,100871.005,746900.731,101926.744,747559.013,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074541095,http://data.ordnancesurvey.co.uk/id/osgb4000000074541095,Salum,,,,populatedPlace,Hamlet,106810.100,748148.180,5000,25000,106543.483,748016.502,107043.483,749043.258,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074553859,http://data.ordnancesurvey.co.uk/id/osgb4000000074553859,Heanish,,,,populatedPlace,Other Settlement,103641.300,744015.400,15000,25000,102626.428,743585.988,104001.985,744085.988,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
