osgb4000000074570806,http://data.ordnancesurvey.co.uk/id/osgb4000000074570806,Newmarket,,,,populatedPlace,Suburban Area,383971.330,199698.580,3000,25000,383685.811,199471.820,384190.120,199971.820,GL6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/GL6,,,,Stroud,http://data.ordnancesurvey.co.uk/id/7000000000020571,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Gloucestershire,http://data.ordnancesurvey.co.uk/id/7000000000020616,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074569776,http://data.ordnancesurvey.co.uk/id/osgb4000000074569776,Easton Grey,,,,populatedPlace,Village,387829.540,187756.190,8000,250000,387331.365,187135.992,388312.964,188353.084,SN16,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SN16,,,,,,,Wiltshire,http://data.ordnancesurvey.co.uk/id/7000000000043925,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2650363
osgb4000000074569105,http://data.ordnancesurvey.co.uk/id/osgb4000000074569105,West Crudwell,,,,populatedPlace,Hamlet,394702.570,193179.920,5000,25000,394447.716,192937.985,394947.716,193437.985,SN16,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SN16,,,,,,,Wiltshire,http://data.ordnancesurvey.co.uk/id/7000000000043925,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074570101,http://data.ordnancesurvey.co.uk/id/osgb4000000074570101,Sherston,,,,populatedPlace,Village,385386.390,185967.430,10000,250000,384825.757,185388.402,386159.255,186917.695,SN16,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SN16,,,,,,,Wiltshire,http://data.ordnancesurvey.co.uk/id/7000000000043925,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2638013
osgb4000000074569095,http://data.ordnancesurvey.co.uk/id/osgb4000000074569095,Swallett Gate,,,,populatedPlace,Hamlet,399010.000,180784.000,5000,25000,398844.651,180568.511,399344.651,181068.511,SN15,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SN15,,,,,,,Wiltshire,http://data.ordnancesurvey.co.uk/id/7000000000043925,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074569770,http://data.ordnancesurvey.co.uk/id/osgb4000000074569770,Lower Seagry,,,,populatedPlace,Hamlet,395831.000,181061.000,5000,25000,395570.307,180764.864,396070.307,181264.864,SN15,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SN15,,,,,,,Wiltshire,http://data.ordnancesurvey.co.uk/id/7000000000043925,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074570447,http://data.ordnancesurvey.co.uk/id/osgb4000000074570447,Perry Green,,,,populatedPlace,Hamlet,396834.000,189041.000,5000,25000,396518.661,188965.542,397018.661,189465.542,SN16,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SN16,,,,,,,Wiltshire,http://data.ordnancesurvey.co.uk/id/7000000000043925,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074569450,http://data.ordnancesurvey.co.uk/id/osgb4000000074569450,Shipton Moyne,,,,populatedPlace,Village,389023.860,189540.800,4000,250000,388820.522,189273.040,389333.282,189946.668,GL8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/GL8,,,,Cotswold,http://data.ordnancesurvey.co.uk/id/7000000000020224,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Gloucestershire,http://data.ordnancesurvey.co.uk/id/7000000000020616,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2637949
osgb4000000074568777,http://data.ordnancesurvey.co.uk/id/osgb4000000074568777,Hankerton,,,,populatedPlace,Village,397108.000,190671.000,5000,250000,396733.208,190522.603,397540.103,191076.134,SN16,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SN16,,,,,,,Wiltshire,http://data.ordnancesurvey.co.uk/id/7000000000043925,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2647526
osgb4000000074570113,http://data.ordnancesurvey.co.uk/id/osgb4000000074570113,Millbottom,,,,populatedPlace,Suburban Area,384730.420,199135.530,1000,25000,384482.415,198813.763,384982.415,199313.763,GL6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/GL6,,,,Stroud,http://data.ordnancesurvey.co.uk/id/7000000000020571,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Gloucestershire,http://data.ordnancesurvey.co.uk/id/7000000000020616,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
